crop_type,region,season,soil_type,irrigation_method,temperature_C,humidity_percent,rainfall_mm,leaf_wetness_hrs,soil_pH,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,days_since_last_rain,plant_age_days,pesticide_applied,fertilizer_kg_ha,disease_label
Maize,north,Rabi,Clay,Flood,29.122169653479943,73.04433142695478,51.53519704388791,,,156.7338127579298,58.54572108971663,88.58272298612978,41.0,63.0,1.0,-5.0,Healthy
maize,,Zaid,sandy,,28.923350725431398,79.23845265695357,4.3469874486328735,13.588184522981212,6.470516379659615,109.25294215230457,58.249350763934316,93.49959229828286,57.0,61.0,0.0,43.677574233018895,Bacterial
cotton,Central,kharif,,,25.714718887952063,82.92206340203796,,19.081597539895366,6.12721911637995,124.13557025715095,87.64541507105564,65.84863894101966,6.0,10.0,0.0,,Fungal
Maize,,kharif,Sandy,,28.5129894796128,60.08476206847841,5.319516798980563,22.787401190036228,4.914886128368738,109.44418668771583,101.93244710209822,73.58273289129559,12.0,49.0,0.0,49.7920837605115,Healthy
cotton,north,,sandy,,32.72762742850591,74.184964212788,8.676861557130149,16.648182100110596,5.799001548306849,107.61190976129079,104.33094307771819,80.90871994198677,20.0,96.0,1.0,33.956584796861634,Fungal
Maize,South,RABI,Silty,Flood,26.891996229663018,64.0405805148845,11.593785014268505,8.06095476571381,6.182023895806702,104.05138742581222,69.97854490223727,86.45865751777399,4.0,60.0,0.0,71.59350076940325,Healthy
Soybean,North,Rabi,,,45.136472805151534,74.45864244357175,52.05353115413536,11.864307788186462,6.3161919610428745,79.09383328393051,67.72809188139973,93.56250114556518,4.0,34.0,1.0,50.880644980748606,Bacterial
Maize,North,Rabi,sandy,,25.367147929411285,87.54484241427603,13.842654071727956,18.268814061221267,8.119418849547213,145.8950652864619,51.130474497599444,78.74624783594543,40.0,26.0,1.0,62.698750612510835,Fungal
Cotton,Central,,Silty,Drip,19.33414243084684,51.07236287324025,36.262018846109925,18.9103781680258,7.169343116285001,123.05890319800602,61.19664941759808,98.30400889608207,27.0,16.0,1.0,59.36815846210843,Healthy
Cotton,East,RABI,CLAY,,21.96755898664805,59.854348785862946,33.9399254878305,1.7864939752716902,5.598300288206523,165.7752565709454,81.31929991216865,73.97151838292852,32.0,115.0,1.0,58.82347129288928,Healthy
WHEAT,,,Clay,Flood,27.257992108310745,69.46048472948021,20.584084472098873,14.729751856732626,7.08649085927355,144.72915792206385,79.06433953314563,77.6228611490905,58.0,67.0,0.0,44.4194202056144,Fungal
Soybean,north,Zaid,Loamy,FLOOD,31.904006325904284,67.3187034435135,31.016790503054015,23.216881250586354,5.234316356016923,107.99462610672423,71.02290641330566,109.22381472764681,42.0,103.0,1.0,55.94724801769539,Pest Damage
Cotton,South,,Sandy,FLOOD,31.897449461643003,82.86411389022629,-1.0,18.846160820013665,5.355545860238935,85.76259348433862,43.117816215064366,107.71028618562258,3.0,79.0,0.0,31.012128916156847,Fungal
rice,Central,RABI,,,32.36508759267029,81.70094404955898,83.55519830212737,0.17574686038046927,5.805385641368998,176.02145458953106,98.71922096297071,58.37690153536161,55.0,104.0,0.0,52.68964858274071,Bacterial
Maize,Central,Rabi,Clay,,31.545672527076846,51.62070468242129,9.281148292448817,5.398597682612711,6.417437519330012,69.04371185380043,69.45076440642401,70.7147536405194,19.0,81.0,0.0,31.93928782027189,Bacterial
WHEAT,SOUTH,Zaid,CLAY,Rainfed,34.56431406248324,39.83748310204835,84.88615380621708,10.680210630337546,7.226741227695034,109.74346629066527,64.01998606421434,43.55402675348551,36.0,,1.0,41.56355402513948,Pest Damage
Soybean,,Rabi,,,34.75266212255254,51.60923975403594,29.253691755478147,16.95046723577583,6.959621384409916,110.21171348644641,77.97513243207229,63.16281849557133,35.0,53.0,1.0,57.48679162312522,Pest Damage
Maize,Central,,,Flood,28.233864318929026,71.27483384565514,38.070076289478536,13.325921104195237,7.108627917691719,100.58756052832732,47.26247810136951,58.492736255493156,39.0,98.0,1.0,72.59030188896953,Bacterial
Maize,north,kharif,sandy,Flood,26.55990569475762,103.18885437105087,11.898363319222478,1.8558685969303061,7.592086121753402,94.4595063089664,45.33661965802962,20.39391739481755,36.0,82.0,1.0,58.05502934958522,Bacterial
Maize,West,Kharif,,Rainfed,39.822213649470285,42.78743886917448,10.05809275454364,17.718445989320294,7.385733456761921,83.36227395740079,52.65483504453451,87.5121550165256,37.0,61.0,0.0,43.143196670651385,Pest Damage
Cotton,South,kharif,Loamy,,28.495720150194774,87.1651584451609,26.988954903126356,20.129128365112592,5.9864997014369745,98.23278225571728,39.81712620323989,91.57073354058387,8.0,40.0,1.0,37.24349349812388,Fungal
WHEAT,East,,,Sprinkler,28.03756559298936,83.4483020718495,12.444000068795498,4.93818781855222,5.8264683552165595,118.46408459239787,62.34199280857836,46.07318175959166,39.0,55.0,0.0,54.29093497849148,Fungal
Rice,South,RABI,Clay,Rainfed,23.470212263902773,72.03476059323384,22.006159921555035,1.6181671946601517,7.1773420668123125,129.17084541434528,19.30464366033729,52.45990783421553,34.0,61.0,1.0,34.175482136876205,Healthy
Soybean,SOUTH,Zaid,Clay,Flood,40.0953761071267,66.32493140300062,23.208453276502134,18.982980489159264,,104.2511125044509,50.442858307707354,55.29825180484058,31.0,55.0,0.0,42.105708490297296,Pest Damage
WHEAT,South,kharif,sandy,,36.75935939100083,53.48079571551489,12.638725764755579,15.370712505382219,7.079980450928317,104.09442882391365,20.639441501742958,96.3808368874985,57.0,111.0,0.0,55.44816708989168,Pest Damage
Cotton,North,Zaid,CLAY,,24.36306565605875,59.901152104786895,13.797195167642792,19.284096621519687,7.472909600739117,88.72772334125582,54.843823360689015,81.4771740286096,32.0,38.0,0.0,37.69950211554127,Healthy
Wheat,North,Zaid,sandy,drip,32.19836731064635,54.08629492095402,144.34275448690687,13.598322243531621,6.901401207457811,125.02631233491472,55.72180580449642,39.06125457939456,26.0,89.0,0.0,32.91301790492386,Bacterial
maize,SOUTH,,Silty,,28.499479381345374,83.60489393793152,35.416423725448894,10.284909439400998,7.885132820132512,121.44322479280649,83.445402301352,64.81493213829361,53.0,110.0,0.0,22.33779309218496,Fungal
Rice,South,,Sandy,Flood,29.20294254907915,68.62360696083636,71.32181074053403,23.113865109728373,5.948906215974506,131.38608174541866,65.7341895830827,59.30841837022858,57.0,81.0,0.0,75.48070692410512,Healthy
rice,SOUTH,RABI,Sandy,,28.22184122628744,56.572295941079,,18.719034127712582,7.490065227351062,103.76340057687348,44.4553680482168,52.93835181064807,49.0,78.0,0.0,65.94832731990476,Pest Damage
rice,,RABI,,Flood,27.323689913147376,52.921792340546176,0.07705889975902418,9.885989909976725,6.405237913541426,92.67859221168838,52.255396165455835,106.25415191565747,59.0,109.0,0.0,30.949536840614275,Healthy
Cotton,South,Kharif,CLAY,drip,25.353850512677624,45.816305655473876,29.284035631656934,21.780434072946406,5.3062366841267306,119.41352595493703,88.64330902943442,76.10608190878347,37.0,69.0,0.0,47.099983184531766,Healthy
Cotton,,RABI,Clay,FLOOD,30.38193966143322,64.63107750948795,70.13355632994616,23.843981908033612,6.215053111421451,135.61702576528728,38.20720695528765,51.689747693229194,39.0,91.0,1.0,71.12612484988698,Bacterial
WHEAT,north,RABI,loamy,,31.260499291221635,77.11374563187593,37.758692483525806,7.397676341649381,7.109581485190029,93.38734914721594,102.75219410825645,56.95814562052446,32.0,12.0,1.0,57.795646008135684,Bacterial
Maize,SOUTH,RABI,Silty,,23.08581097205161,54.53291939399962,38.58035944898643,21.419442933556976,7.854990417876282,101.17256738078802,68.40933415244507,126.65924430101855,35.0,107.0,1.0,60.521268404916626,Healthy
rice,SOUTH,Zaid,,,29.48011987257724,69.94955427509382,6.003085649770016,1.08953937650654,6.57331078398843,83.2606237704311,34.07926673000043,117.97639268324151,23.0,78.0,0.0,66.09404770307825,Bacterial
Maize,South,Kharif,CLAY,FLOOD,28.63002492406777,69.32908734622555,153.71383286917265,5.144376061824431,6.108712277877124,,,46.42568907620018,41.0,81.0,1.0,39.36868209686706,Fungal
Cotton,SOUTH,RABI,,,,60.37493511561893,30.1754327948128,3.8618945436609264,7.154704347066152,103.59913025339108,76.63281070239793,74.1033393431382,16.0,61.0,0.0,57.36708590758378,Healthy
WHEAT,SOUTH,,CLAY,drip,23.84811939389548,46.21710529389324,4.330224682385077,8.558245926188121,4.817316213013144,94.76053495140604,74.76629012595598,82.25741112347563,53.0,46.0,1.0,54.24284735320593,Healthy
cotton,North,RABI,Clay,Sprinkler,38.01685160274092,68.39109635769843,21.390889062782076,13.502941873382866,6.660944192772728,144.0125003171472,68.60140386154218,45.453129244757136,49.0,85.0,1.0,29.6739205718712,Bacterial
Maize,SOUTH,Kharif,loamy,Flood,27.693415844335977,66.87107201073415,2.9876996563327367,17.279516360025987,4.664531567694304,120.89878400603828,62.31203942206755,60.86355329147764,10.0,27.0,0.0,58.775824344186354,Healthy
Cotton,,Kharif,Silty,FLOOD,31.48649699659629,31.620972797332307,21.661034691594914,21.667291132011428,5.127340315805412,157.9541775813404,57.9170284302169,68.13622062683812,33.0,100.0,0.0,39.81209872694727,Pest Damage
Wheat,,Rabi,,drip,38.759191180786736,49.61901965420379,49.730976505855665,3.8051431961250755,5.370230113767063,158.25706917291097,44.418538496849095,72.28925446302509,17.0,80.0,0.0,47.51591179403014,Pest Damage
rice,North,Kharif,Sandy,,31.887674910775022,43.93559861827396,15.634460570331816,13.878804357971777,6.9058992584086765,120.4556287672715,67.77183463278148,87.41918064310505,20.0,116.0,1.0,54.22063656901601,Pest Damage
Soybean,North,,Clay,Flood,27.620274459841976,56.064171568901195,15.022794049224483,13.312639864056795,6.106535045676376,59.88541490351326,,80.9847276865861,18.0,56.0,1.0,70.46521772109733,Healthy
Maize,north,kharif,Sandy,Flood,26.730611608727866,51.73290107381387,28.889796518146753,11.003372767682759,5.524478833511983,131.95151936977305,59.39259849563825,99.58760195697418,34.0,92.0,1.0,50.448287493007044,Pest Damage
Maize,Central,kharif,Loamy,Rainfed,30.189458086802894,73.27327986043466,27.604946008016412,,7.260761961794173,154.3253159523651,65.24704281823838,114.99828674771214,54.0,113.0,0.0,57.759422777403294,Fungal
Wheat,North,Kharif,,drip,32.175762663039755,87.1864085371508,25.180063709775638,12.320666686168238,5.667688995520511,138.9737658028164,80.52208009034976,67.06763293071027,18.0,91.0,0.0,56.706509143881114,Fungal
rice,East,kharif,loamy,Drip,24.02670225475454,49.21843393074659,29.096656578924343,13.204593551025194,,130.4625288599152,49.58022588675995,53.898218682439214,51.0,109.0,1.0,26.369869065923368,Healthy
Soybean,East,Rabi,Clay,,31.004727235389247,54.13924571631081,1.9658934370080128,21.679943960971993,6.604014943127445,,68.23902399638334,87.01132928802198,38.0,81.0,0.0,29.824192842551852,Healthy
Cotton,Central,Zaid,Silty,Flood,27.27373368359035,66.18327864938587,25.7184506558313,20.64653305554119,6.1412284402114174,84.6593403442461,75.99445650150565,,59.0,38.0,1.0,53.26385819460005,Bacterial
Maize,East,Zaid,Silty,Drip,25.825416748599842,80.81892130512321,193.18634044246386,13.856016020808042,6.425756272154868,138.766972303,45.31546057431077,47.21750599915617,33.0,27.0,1.0,85.6925866859388,Fungal
Cotton,West,RABI,,Drip,27.156741511610047,51.25370479036746,57.813855135865126,3.749031757820668,7.281831399582051,114.14207947878458,34.025507181551056,117.17783867967734,,78.0,1.0,57.70068101258028,Healthy
Wheat,South,Zaid,Clay,,30.40371784302763,82.93417839060092,13.562898979378925,23.00883573466027,5.113783852969366,129.36573826567894,55.47067054723589,80.05348795926729,39.0,70.0,1.0,61.67835209430521,Bacterial
Wheat,north,RABI,Clay,,19.463817024331288,44.212074768201546,45.29263150198229,14.944798366980654,8.399432262097477,102.3872582038538,77.10237527664769,90.87217851627992,,70.0,1.0,70.91796566775282,Healthy
WHEAT,,RABI,,Rainfed,28.70106408199055,71.77504005028862,16.013285633071273,19.3793909929627,6.119825965113339,179.981104512658,30.627041519000247,102.81051988695347,39.0,14.0,0.0,40.32774544890827,Bacterial
Maize,North,RABI,Sandy,Flood,23.778119669522795,94.49845884550341,8.503682706798159,1.3205226080551444,6.861875289083095,127.17126750698814,64.84368866692608,77.40569240955539,26.0,50.0,0.0,97.8193240917917,Fungal
Rice,Central,,Sandy,Rainfed,34.833819423552995,55.01000208518088,59.40954966809094,21.523809076111576,5.203754079906505,108.60551986620877,56.281605745458464,71.86346034409272,2.0,34.0,1.0,75.6666561048094,Pest Damage
Maize,Central,,Silty,Sprinkler,33.2781961007774,50.11501142264601,9.407953968921333,16.643892777844364,8.754564356271988,85.90980345775027,55.52699678691102,48.42170150618415,6.0,74.0,0.0,58.021102369631805,Pest Damage
Soybean,,Rabi,Loamy,,30.139798752389627,-10.0,78.25384750032978,16.450197354085528,5.312531021764772,78.03926424520142,66.03082933673626,65.0774589746449,59.0,118.0,0.0,42.33423349147125,Fungal
Maize,East,,CLAY,Flood,24.922105547557667,68.30280301790846,19.14786759204936,2.642696456913849,,138.62017537865412,26.07860500054737,47.52405188747617,2.0,84.0,1.0,-5.0,Fungal
Soybean,north,Kharif,sandy,Sprinkler,29.82186704530508,92.3910785876055,56.561987106242256,17.10871883742114,7.526378585457023,102.53264767846798,,72.47390708083543,20.0,87.0,0.0,59.6544334987435,Fungal
Soybean,East,Rabi,Silty,,37.726667109107865,58.33524736193724,12.022399534012933,1.8392939548943392,7.373916218721368,106.50254208011229,42.18269824152486,96.48594774526063,50.0,50.0,0.0,82.11169205152018,Pest Damage
WHEAT,,kharif,,,27.909210827209044,87.59286814005327,42.30670836820586,1.3398230055490394,7.362644365488588,103.71484865584557,67.26150920222653,92.599210916019,36.0,119.0,1.0,76.92254863567895,Fungal
WHEAT,North,Rabi,Clay,Drip,23.620905572578238,70.6961162882104,9.557290096454263,7.808350356043186,6.284312321838533,87.2380204420675,74.05224550266807,43.82417129598527,17.0,60.0,1.0,88.64662419157926,Healthy
Soybean,north,Kharif,Loamy,Rainfed,24.279229480496735,63.5559012794406,0.8830550464182054,0.5560712314682812,8.606894830541533,111.29421629900698,89.22019411561223,84.82451402935075,43.0,82.0,1.0,0.007318447561061703,Healthy
WHEAT,North,Kharif,,Sprinkler,30.081470361577306,76.80024132377011,67.41048379565024,3.8310054226447336,5.911653157848055,121.6917242811356,59.31207432136304,60.68001907323739,26.0,58.0,1.0,62.34801110055892,Fungal
Soybean,SOUTH,,,Drip,31.49958500866301,81.64668036526433,77.56290379337331,17.427041823186777,6.555592192161127,89.80183164925727,30.759271160313038,81.38534120067386,9.0,56.0,1.0,55.916637182277775,Fungal
rice,South,Kharif,,FLOOD,40.570017013753144,54.01979051385962,85.00239929570967,20.03821128583455,6.1418071702081924,129.9578120785719,28.183409221281103,60.668141156666636,2.0,14.0,0.0,58.77269761837866,Pest Damage
Rice,West,,,Rainfed,,46.548307435585805,1.4789058991869999,4.308514109844251,5.905610652629173,83.2947988237943,85.4950521198357,105.00255172226706,42.0,33.0,0.0,65.02628520276686,Healthy
Wheat,West,RABI,,Rainfed,27.128675553966552,78.41469771429281,57.23858695590173,19.75914099609184,7.642752103619003,106.77023792902826,48.814223819793014,114.41467219919372,24.0,79.0,1.0,57.12054484396832,Fungal
maize,,,,FLOOD,35.09080601332586,53.676502641917686,72.2839589565096,11.532722295091649,7.682805199067614,130.93822269467358,52.44629872733046,87.73772671926686,30.0,90.0,0.0,69.90801613629989,Pest Damage
Soybean,,kharif,Silty,Sprinkler,31.35886340308025,65.21172955466186,14.941110928393533,22.98947149518284,6.781197872438542,119.59018196402639,37.42286496534686,83.69714112462624,32.0,,1.0,59.923526163873376,Pest Damage
maize,South,,,Rainfed,29.80742030884709,69.22026254588864,25.429205700307413,3.3434148922097515,7.452255312491024,70.76214035516091,52.30488502164114,79.50600939723076,19.0,84.0,0.0,56.47799563880083,Fungal
WHEAT,,Zaid,sandy,,31.12017367238017,87.09353508063391,20.964213040808062,1.2855547749348695,5.613110917274355,36.412257549048974,94.87675735350872,71.73901116345088,11.0,39.0,1.0,53.49170828186415,Fungal
rice,north,RABI,loamy,Drip,24.943390128799795,74.41390568739024,23.20005040478558,20.28191773847098,5.703538694321874,137.00921278857896,,113.01587468550062,29.0,21.0,0.0,54.24438855352073,Fungal
Wheat,South,RABI,Sandy,,34.00650720243254,77.19378973247808,75.01543266534084,8.687653088135143,4.198465947424522,140.70653866765852,43.84361026368509,105.36881072187334,33.0,24.0,1.0,23.024817145637776,Pest Damage
WHEAT,,kharif,Loamy,Sprinkler,29.63439203915278,51.69368595128597,21.642373752725177,10.97208461290295,3.936015202094724,133.121147030275,80.97720311528299,110.59604082570611,33.0,23.0,1.0,54.19662348586798,Healthy
Cotton,West,Rabi,Silty,drip,35.024823483026964,47.482097006858666,14.40230080101548,12.283056139491158,8.04421432803001,113.18251052334482,10.145127073744234,76.88665522035998,8.0,17.0,1.0,59.583420693440424,Pest Damage
rice,West,,,,26.544528265482633,76.61385092502921,5.588104417419979,,6.479166367801114,112.55915112806939,59.80729733001629,69.00180093531448,4.0,57.0,1.0,62.607655753228656,Bacterial
Cotton,SOUTH,Zaid,,,28.323951762175685,70.78803017614142,44.937432247572026,1.8240091381760655,7.352239101586213,116.80061445635363,52.87901324003894,17.044120714294117,23.0,22.0,1.0,40.991267426365965,Fungal
Soybean,,,CLAY,FLOOD,16.98949619988536,55.69412901632617,3.518462965873092,13.226982410140977,6.8009905735504965,137.55652893660482,54.49215899050933,98.94766857711238,52.0,37.0,1.0,56.53753858647857,Healthy
Soybean,north,Rabi,CLAY,Sprinkler,28.58021910156915,69.1418901841419,2.5253566150399687,10.333637740431001,7.425241012522188,115.99583459335773,31.25303361088893,93.15643792789521,4.0,116.0,1.0,56.94668867242648,Fungal
rice,South,Zaid,CLAY,Flood,28.17907564173921,69.4080150671886,45.77527097063317,8.166727370338862,7.24581702139605,131.21917522520656,57.067316387400105,54.09737976474248,6.0,93.0,1.0,58.30736078637922,Fungal
Wheat,SOUTH,kharif,,,,47.10232810359073,47.404596028658396,8.355149295426187,4.829648113932764,,52.008475996036026,59.146369069001125,32.0,58.0,0.0,40.063702114839785,Healthy
Maize,,Rabi,Sandy,,23.862576528462547,77.26778454279948,8.87977080602678,22.32817811005892,7.619305283453215,90.98846179353893,40.8770767716296,35.40425419437053,59.0,,0.0,1.0896309161348086,Bacterial
